"Plot Title: FCR20_20250421_2"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 2407064, SEN S/N: 2407064)","Good Battery (LGR S/N: 2407064)","Bad Battery (LGR S/N: 2407064)","Coupler Attached (LGR S/N: 2407064)","Coupler Detached (LGR S/N: 2407064)","Host Connected (LGR S/N: 2407064)","Stopped (LGR S/N: 2407064)","End Of File (LGR S/N: 2407064)"
1154,04/29/25 02:00:00 PM,11.236,,,,,,,
1155,04/29/25 02:10:00 PM,11.236,,,,,,,
1156,04/29/25 02:20:00 PM,11.236,,,,,,,
1157,04/29/25 02:30:00 PM,11.236,,,,,,,
1158,04/29/25 02:40:00 PM,11.236,,,,,,,
1159,04/29/25 02:50:00 PM,11.236,,,,,,,
1160,04/29/25 03:00:00 PM,11.236,,,,,,,
1161,04/29/25 03:10:00 PM,11.236,,,,,,,
1162,04/29/25 03:20:00 PM,11.236,,,,,,,
1163,04/29/25 03:30:00 PM,11.236,,,,,,,
1164,04/29/25 03:40:00 PM,11.236,,,,,,,
1165,04/29/25 03:50:00 PM,11.236,,,,,,,
1166,04/29/25 04:00:00 PM,11.236,,,,,,,
1167,04/29/25 04:10:00 PM,11.236,,,,,,,
1168,04/29/25 04:20:00 PM,11.236,,,,,,,
1169,04/29/25 04:30:00 PM,11.236,,,,,,,
1170,04/29/25 04:40:00 PM,11.236,,,,,,,
1171,04/29/25 04:50:00 PM,11.236,,,,,,,
1172,04/29/25 05:00:00 PM,11.236,,,,,,,
1173,04/29/25 05:10:00 PM,11.236,,,,,,,
1174,04/29/25 05:20:00 PM,11.236,,,,,,,
1175,04/29/25 05:30:00 PM,11.236,,,,,,,
1176,04/29/25 05:40:00 PM,11.236,,,,,,,
1177,04/29/25 05:50:00 PM,11.236,,,,,,,
1178,04/29/25 06:00:00 PM,11.236,,,,,,,
1179,04/29/25 06:10:00 PM,11.236,,,,,,,
1180,04/29/25 06:20:00 PM,11.236,,,,,,,
1181,04/29/25 06:30:00 PM,11.236,,,,,,,
1182,04/29/25 06:40:00 PM,11.236,,,,,,,
1183,04/29/25 06:50:00 PM,11.236,,,,,,,
1184,04/29/25 07:00:00 PM,11.236,,,,,,,
1185,04/29/25 07:10:00 PM,11.236,,,,,,,
1186,04/29/25 07:20:00 PM,11.236,,,,,,,
1187,04/29/25 07:30:00 PM,11.236,,,,,,,
1188,04/29/25 07:40:00 PM,11.236,,,,,,,
1189,04/29/25 07:50:00 PM,11.236,,,,,,,
1190,04/29/25 08:00:00 PM,11.236,,,,,,,
1191,04/29/25 08:10:00 PM,11.236,,,,,,,
1192,04/29/25 08:20:00 PM,11.236,,,,,,,
1193,04/29/25 08:30:00 PM,11.236,,,,,,,
1194,04/29/25 08:40:00 PM,11.236,,,,,,,
1195,04/29/25 08:50:00 PM,11.236,,,,,,,
1196,04/29/25 09:00:00 PM,11.236,,,,,,,
1197,04/29/25 09:10:00 PM,11.236,,,,,,,
1198,04/29/25 09:20:00 PM,11.236,,,,,,,
1199,04/29/25 09:30:00 PM,11.236,,,,,,,
1200,04/29/25 09:40:00 PM,11.236,,,,,,,
1201,04/29/25 09:50:00 PM,11.236,,,,,,,
1202,04/29/25 10:00:00 PM,11.236,,,,,,,
1203,04/29/25 10:10:00 PM,11.236,,,,,,,
1204,04/29/25 10:20:00 PM,11.236,,,,,,,
1205,04/29/25 10:30:00 PM,11.236,,,,,,,
1206,04/29/25 10:40:00 PM,11.236,,,,,,,
1207,04/29/25 10:50:00 PM,11.236,,,,,,,
1208,04/29/25 11:00:00 PM,11.236,,,,,,,
1209,04/29/25 11:10:00 PM,11.236,,,,,,,
1210,04/29/25 11:20:00 PM,11.236,,,,,,,
1211,04/29/25 11:30:00 PM,11.236,,,,,,,
1212,04/29/25 11:40:00 PM,11.236,,,,,,,
1213,04/29/25 11:50:00 PM,11.236,,,,,,,
1214,04/30/25 12:00:00 AM,11.236,,,,,,,
1215,04/30/25 12:10:00 AM,11.236,,,,,,,
1216,04/30/25 12:20:00 AM,11.236,,,,,,,
1217,04/30/25 12:30:00 AM,11.236,,,,,,,
1218,04/30/25 12:40:00 AM,11.236,,,,,,,
1219,04/30/25 12:50:00 AM,11.236,,,,,,,
1220,04/30/25 01:00:00 AM,11.236,,,,,,,
1221,04/30/25 01:10:00 AM,11.236,,,,,,,
1222,04/30/25 01:20:00 AM,11.236,,,,,,,
1223,04/30/25 01:30:00 AM,11.236,,,,,,,
1224,04/30/25 01:40:00 AM,11.236,,,,,,,
1225,04/30/25 01:50:00 AM,11.236,,,,,,,
1226,04/30/25 02:00:00 AM,11.236,,,,,,,
1227,04/30/25 02:10:00 AM,11.236,,,,,,,
1228,04/30/25 02:20:00 AM,11.236,,,,,,,
1229,04/30/25 02:30:00 AM,11.236,,,,,,,
1230,04/30/25 02:40:00 AM,11.236,,,,,,,
1231,04/30/25 02:50:00 AM,11.236,,,,,,,
1232,04/30/25 03:00:00 AM,11.236,,,,,,,
1233,04/30/25 03:10:00 AM,11.236,,,,,,,
1234,04/30/25 03:20:00 AM,11.236,,,,,,,
1235,04/30/25 03:30:00 AM,11.236,,,,,,,
1236,04/30/25 03:40:00 AM,11.236,,,,,,,
1237,04/30/25 03:50:00 AM,11.236,,,,,,,
1238,04/30/25 04:00:00 AM,11.236,,,,,,,
1239,04/30/25 04:10:00 AM,11.236,,,,,,,
1240,04/30/25 04:20:00 AM,11.236,,,,,,,
1241,04/30/25 04:30:00 AM,11.236,,,,,,,
1242,04/30/25 04:40:00 AM,11.236,,,,,,,
1243,04/30/25 04:50:00 AM,11.236,,,,,,,
1244,04/30/25 05:00:00 AM,11.236,,,,,,,
1245,04/30/25 05:10:00 AM,11.236,,,,,,,
1246,04/30/25 05:20:00 AM,11.236,,,,,,,
1247,04/30/25 05:30:00 AM,11.236,,,,,,,
1248,04/30/25 05:40:00 AM,11.236,,,,,,,
1249,04/30/25 05:50:00 AM,11.236,,,,,,,
1250,04/30/25 06:00:00 AM,11.236,,,,,,,
1251,04/30/25 06:10:00 AM,11.236,,,,,,,
1252,04/30/25 06:20:00 AM,11.236,,,,,,,
1253,04/30/25 06:30:00 AM,11.236,,,,,,,
1254,04/30/25 06:40:00 AM,11.236,,,,,,,
1255,04/30/25 06:50:00 AM,11.236,,,,,,,
1256,04/30/25 07:00:00 AM,11.236,,,,,,,
1257,04/30/25 07:10:00 AM,11.236,,,,,,,
1258,04/30/25 07:20:00 AM,11.236,,,,,,,
1259,04/30/25 07:30:00 AM,11.236,,,,,,,
1260,04/30/25 07:40:00 AM,11.236,,,,,,,
1261,04/30/25 07:50:00 AM,11.236,,,,,,,
1262,04/30/25 08:00:00 AM,11.236,,,,,,,
1263,04/30/25 08:10:00 AM,11.236,,,,,,,
1264,04/30/25 08:20:00 AM,11.236,,,,,,,
1265,04/30/25 08:30:00 AM,11.236,,,,,,,
1266,04/30/25 08:40:00 AM,11.236,,,,,,,
1267,04/30/25 08:50:00 AM,11.236,,,,,,,
1268,04/30/25 09:00:00 AM,11.236,,,,,,,
1269,04/30/25 09:10:00 AM,11.236,,,,,,,
1270,04/30/25 09:20:00 AM,11.236,,,,,,,
1271,04/30/25 09:30:00 AM,11.236,,,,,,,
1272,04/30/25 09:40:00 AM,11.236,,,,,,,
1273,04/30/25 09:50:00 AM,11.236,,,,,,,
1274,04/30/25 10:00:00 AM,11.236,,,,,,,
1275,04/30/25 10:10:00 AM,11.236,,,,,,,
1276,04/30/25 10:20:00 AM,11.236,,,,,,,
1277,04/30/25 10:30:00 AM,11.236,,,,,,,
1278,04/30/25 10:40:00 AM,11.236,,,,,,,
1279,04/30/25 10:50:00 AM,11.236,,,,,,,
1280,04/30/25 11:00:00 AM,11.236,,,,,,,
1281,04/30/25 11:10:00 AM,11.236,,,,,,,
1282,04/30/25 11:20:00 AM,11.236,,,,,,,
1283,04/30/25 11:30:00 AM,11.236,,,,,,,
1284,04/30/25 11:40:00 AM,11.236,,,,,,,
1285,04/30/25 11:50:00 AM,11.236,,,,,,,
1286,04/30/25 12:00:00 PM,11.236,,,,,,,
1287,04/30/25 12:10:00 PM,11.334,,,,,,,
1288,04/30/25 12:20:00 PM,11.334,,,,,,,
1289,04/30/25 12:30:00 PM,11.236,,,,,,,
1290,04/30/25 12:40:00 PM,11.236,,,,,,,
1291,04/30/25 12:50:00 PM,11.334,,,,,,,
1292,04/30/25 01:00:00 PM,11.334,,,,,,,
1293,04/30/25 01:10:00 PM,11.334,,,,,,,
1294,04/30/25 01:20:00 PM,11.334,,,,,,,
1295,04/30/25 01:30:00 PM,11.334,,,,,,,
1296,04/30/25 01:40:00 PM,11.334,,,,,,,
1297,04/30/25 01:50:00 PM,11.334,,,,,,,
1298,04/30/25 02:00:00 PM,11.334,,,,,,,
1299,04/30/25 02:10:00 PM,11.334,,,,,,,
1300,04/30/25 02:20:00 PM,11.334,,,,,,,
1301,04/30/25 02:30:00 PM,11.334,,,,,,,
1302,04/30/25 02:40:00 PM,11.334,,,,,,,
1303,04/30/25 02:50:00 PM,11.334,,,,,,,
1304,04/30/25 03:00:00 PM,11.334,,,,,,,
1305,04/30/25 03:10:00 PM,11.334,,,,,,,
1306,04/30/25 03:20:00 PM,11.334,,,,,,,
1307,04/30/25 03:30:00 PM,11.334,,,,,,,
1308,04/30/25 03:40:00 PM,11.334,,,,,,,
1309,04/30/25 03:50:00 PM,11.334,,,,,,,
1310,04/30/25 04:00:00 PM,11.334,,,,,,,
1311,04/30/25 04:10:00 PM,11.334,,,,,,,
1312,04/30/25 04:20:00 PM,11.334,,,,,,,
1313,04/30/25 04:30:00 PM,11.334,,,,,,,
1314,04/30/25 04:40:00 PM,11.334,,,,,,,
1315,04/30/25 04:50:00 PM,11.334,,,,,,,
1316,04/30/25 05:00:00 PM,11.334,,,,,,,
1317,04/30/25 05:10:00 PM,11.334,,,,,,,
1318,04/30/25 05:20:00 PM,11.334,,,,,,,
1319,04/30/25 05:30:00 PM,11.334,,,,,,,
1320,04/30/25 05:40:00 PM,11.334,,,,,,,
1321,04/30/25 05:50:00 PM,11.334,,,,,,,
1322,04/30/25 06:00:00 PM,11.334,,,,,,,
1323,04/30/25 06:10:00 PM,11.334,,,,,,,
1324,04/30/25 06:20:00 PM,11.334,,,,,,,
1325,04/30/25 06:30:00 PM,11.334,,,,,,,
1326,04/30/25 06:40:00 PM,11.334,,,,,,,
1327,04/30/25 06:50:00 PM,11.334,,,,,,,
1328,04/30/25 07:00:00 PM,11.334,,,,,,,
1329,04/30/25 07:10:00 PM,11.334,,,,,,,
1330,04/30/25 07:20:00 PM,11.334,,,,,,,
1331,04/30/25 07:30:00 PM,11.334,,,,,,,
1332,04/30/25 07:40:00 PM,11.334,,,,,,,
1333,04/30/25 07:50:00 PM,11.334,,,,,,,
1334,04/30/25 08:00:00 PM,11.334,,,,,,,
1335,04/30/25 08:10:00 PM,11.334,,,,,,,
1336,04/30/25 08:20:00 PM,11.334,,,,,,,
1337,04/30/25 08:30:00 PM,11.334,,,,,,,
1338,04/30/25 08:40:00 PM,11.334,,,,,,,
1339,04/30/25 08:50:00 PM,11.334,,,,,,,
1340,04/30/25 09:00:00 PM,11.334,,,,,,,
1341,04/30/25 09:10:00 PM,11.334,,,,,,,
1342,04/30/25 09:20:00 PM,11.334,,,,,,,
1343,04/30/25 09:30:00 PM,11.334,,,,,,,
1344,04/30/25 09:40:00 PM,11.334,,,,,,,
1345,04/30/25 09:50:00 PM,11.334,,,,,,,
1346,04/30/25 10:00:00 PM,11.334,,,,,,,
1347,04/30/25 10:10:00 PM,11.334,,,,,,,
1348,04/30/25 10:20:00 PM,11.334,,,,,,,
1349,04/30/25 10:30:00 PM,11.334,,,,,,,
1350,04/30/25 10:40:00 PM,11.334,,,,,,,
1351,04/30/25 10:50:00 PM,11.334,,,,,,,
1352,04/30/25 11:00:00 PM,11.334,,,,,,,
1353,04/30/25 11:10:00 PM,11.334,,,,,,,
1354,04/30/25 11:20:00 PM,11.334,,,,,,,
1355,04/30/25 11:30:00 PM,11.334,,,,,,,
1356,04/30/25 11:40:00 PM,11.334,,,,,,,
1357,04/30/25 11:50:00 PM,11.334,,,,,,,
1358,05/01/25 12:00:00 AM,11.334,,,,,,,
1359,05/01/25 12:10:00 AM,11.334,,,,,,,
1360,05/01/25 12:20:00 AM,11.334,,,,,,,
1361,05/01/25 12:30:00 AM,11.334,,,,,,,
1362,05/01/25 12:40:00 AM,11.334,,,,,,,
1363,05/01/25 12:50:00 AM,11.334,,,,,,,
1364,05/01/25 01:00:00 AM,11.334,,,,,,,
1365,05/01/25 01:10:00 AM,11.334,,,,,,,
1366,05/01/25 01:20:00 AM,11.334,,,,,,,
1367,05/01/25 01:30:00 AM,11.334,,,,,,,
1368,05/01/25 01:40:00 AM,11.334,,,,,,,
1369,05/01/25 01:50:00 AM,11.334,,,,,,,
1370,05/01/25 02:00:00 AM,11.334,,,,,,,
1371,05/01/25 02:10:00 AM,11.334,,,,,,,
1372,05/01/25 02:20:00 AM,11.334,,,,,,,
1373,05/01/25 02:30:00 AM,11.334,,,,,,,
1374,05/01/25 02:40:00 AM,11.334,,,,,,,
1375,05/01/25 02:50:00 AM,11.334,,,,,,,
1376,05/01/25 03:00:00 AM,11.334,,,,,,,
1377,05/01/25 03:10:00 AM,11.334,,,,,,,
1378,05/01/25 03:20:00 AM,11.334,,,,,,,
1379,05/01/25 03:30:00 AM,11.334,,,,,,,
1380,05/01/25 03:40:00 AM,11.334,,,,,,,
1381,05/01/25 03:50:00 AM,11.334,,,,,,,
1382,05/01/25 04:00:00 AM,11.334,,,,,,,
1383,05/01/25 04:10:00 AM,11.334,,,,,,,
1384,05/01/25 04:20:00 AM,11.334,,,,,,,
1385,05/01/25 04:30:00 AM,11.334,,,,,,,
1386,05/01/25 04:40:00 AM,11.334,,,,,,,
1387,05/01/25 04:50:00 AM,11.334,,,,,,,
1388,05/01/25 05:00:00 AM,11.334,,,,,,,
1389,05/01/25 05:10:00 AM,11.334,,,,,,,
1390,05/01/25 05:20:00 AM,11.334,,,,,,,
1391,05/01/25 05:30:00 AM,11.334,,,,,,,
1392,05/01/25 05:40:00 AM,11.334,,,,,,,
1393,05/01/25 05:50:00 AM,11.334,,,,,,,
1394,05/01/25 06:00:00 AM,11.334,,,,,,,
1395,05/01/25 06:10:00 AM,11.334,,,,,,,
1396,05/01/25 06:20:00 AM,11.334,,,,,,,
1397,05/01/25 06:30:00 AM,11.334,,,,,,,
1398,05/01/25 06:40:00 AM,11.334,,,,,,,
1399,05/01/25 06:50:00 AM,11.334,,,,,,,
1400,05/01/25 07:00:00 AM,11.334,,,,,,,
1401,05/01/25 07:10:00 AM,11.334,,,,,,,
1402,05/01/25 07:20:00 AM,11.334,,,,,,,
1403,05/01/25 07:30:00 AM,11.334,,,,,,,
1404,05/01/25 07:40:00 AM,11.334,,,,,,,
1405,05/01/25 07:50:00 AM,11.334,,,,,,,
1406,05/01/25 08:00:00 AM,11.334,,,,,,,
1407,05/01/25 08:10:00 AM,11.334,,,,,,,
1408,05/01/25 08:20:00 AM,11.334,,,,,,,
1409,05/01/25 08:30:00 AM,11.334,,,,,,,
1410,05/01/25 08:40:00 AM,11.334,,,,,,,
1411,05/01/25 08:50:00 AM,11.334,,,,,,,
1412,05/01/25 09:00:00 AM,11.334,,,,,,,
1413,05/01/25 09:10:00 AM,11.334,,,,,,,
1414,05/01/25 09:20:00 AM,11.334,,,,,,,
1415,05/01/25 09:30:00 AM,11.334,,,,,,,
1416,05/01/25 09:40:00 AM,11.334,,,,,,,
1417,05/01/25 09:50:00 AM,11.334,,,,,,,
1418,05/01/25 10:00:00 AM,11.334,,,,,,,
1419,05/01/25 10:10:00 AM,11.334,,,,,,,
1420,05/01/25 10:20:00 AM,11.334,,,,,,,
1421,05/01/25 10:30:00 AM,11.334,,,,,,,
1422,05/01/25 10:40:00 AM,11.334,,,,,,,
1423,05/01/25 10:50:00 AM,11.334,,,,,,,
1424,05/01/25 11:00:00 AM,11.334,,,,,,,
1425,05/01/25 11:10:00 AM,11.334,,,,,,,
1426,05/01/25 11:20:00 AM,11.334,,,,,,,
1427,05/01/25 11:30:00 AM,11.334,,,,,,,
1428,05/01/25 11:40:00 AM,11.334,,,,,,,
1429,05/01/25 11:50:00 AM,11.334,,,,,,,
1430,05/01/25 12:00:00 PM,11.334,,,,,,,
1431,05/01/25 12:10:00 PM,11.334,,,,,,,
1432,05/01/25 12:20:00 PM,11.334,,,,,,,
1433,05/01/25 12:30:00 PM,11.334,,,,,,,
1434,05/01/25 12:40:00 PM,11.334,,,,,,,
1435,05/01/25 12:50:00 PM,11.334,,,,,,,
1436,05/01/25 01:00:00 PM,11.334,,,,,,,
1437,05/01/25 01:10:00 PM,11.334,,,,,,,
1438,05/01/25 01:20:00 PM,11.334,,,,,,,
1439,05/01/25 01:30:00 PM,11.334,,,,,,,
1440,05/01/25 01:40:00 PM,11.334,,,,,,,
1441,05/01/25 01:50:00 PM,11.334,,,,,,,
1442,05/01/25 02:00:00 PM,11.334,,,,,,,
1443,05/01/25 02:10:00 PM,11.334,,,,,,,
1444,05/01/25 02:20:00 PM,11.334,,,,,,,
1445,05/01/25 02:30:00 PM,11.334,,,,,,,
1446,05/01/25 02:40:00 PM,11.334,,,,,,,
1447,05/01/25 02:50:00 PM,11.334,,,,,,,
1448,05/01/25 03:00:00 PM,11.334,,,,,,,
1449,05/01/25 03:10:00 PM,11.334,,,,,,,
1450,05/01/25 03:20:00 PM,11.334,,,,,,,
1451,05/01/25 03:30:00 PM,11.334,,,,,,,
1452,05/01/25 03:40:00 PM,11.334,,,,,,,
1453,05/01/25 03:50:00 PM,11.334,,,,,,,
1454,05/01/25 04:00:00 PM,11.334,,,,,,,
1455,05/01/25 04:10:00 PM,11.334,,,,,,,
1456,05/01/25 04:20:00 PM,11.334,,,,,,,
1457,05/01/25 04:30:00 PM,11.334,,,,,,,
1458,05/01/25 04:40:00 PM,11.334,,,,,,,
1459,05/01/25 04:50:00 PM,11.334,,,,,,,
1460,05/01/25 05:00:00 PM,11.334,,,,,,,
1461,05/01/25 05:10:00 PM,11.334,,,,,,,
1462,05/01/25 05:20:00 PM,11.334,,,,,,,
1463,05/01/25 05:30:00 PM,11.334,,,,,,,
1464,05/01/25 05:40:00 PM,11.334,,,,,,,
1465,05/01/25 05:50:00 PM,11.334,,,,,,,
1466,05/01/25 06:00:00 PM,11.334,,,,,,,
1467,05/01/25 06:10:00 PM,11.334,,,,,,,
1468,05/01/25 06:20:00 PM,11.334,,,,,,,
1469,05/01/25 06:30:00 PM,11.334,,,,,,,
1470,05/01/25 06:40:00 PM,11.334,,,,,,,
1471,05/01/25 06:50:00 PM,11.334,,,,,,,
1472,05/01/25 07:00:00 PM,11.334,,,,,,,
1473,05/01/25 07:10:00 PM,11.334,,,,,,,
1474,05/01/25 07:20:00 PM,11.334,,,,,,,
1475,05/01/25 07:30:00 PM,11.334,,,,,,,
1476,05/01/25 07:40:00 PM,11.334,,,,,,,
1477,05/01/25 07:50:00 PM,11.334,,,,,,,
1478,05/01/25 08:00:00 PM,11.334,,,,,,,
1479,05/01/25 08:10:00 PM,11.334,,,,,,,
1480,05/01/25 08:20:00 PM,11.334,,,,,,,
1481,05/01/25 08:30:00 PM,11.334,,,,,,,
1482,05/01/25 08:40:00 PM,11.334,,,,,,,
1483,05/01/25 08:50:00 PM,11.334,,,,,,,
1484,05/01/25 09:00:00 PM,11.334,,,,,,,
1485,05/01/25 09:10:00 PM,11.431,,,,,,,
1486,05/01/25 09:20:00 PM,11.334,,,,,,,
1487,05/01/25 09:30:00 PM,11.334,,,,,,,
1488,05/01/25 09:40:00 PM,11.334,,,,,,,
1489,05/01/25 09:50:00 PM,11.334,,,,,,,
1490,05/01/25 10:00:00 PM,11.334,,,,,,,
1491,05/01/25 10:10:00 PM,11.334,,,,,,,
1492,05/01/25 10:20:00 PM,11.334,,,,,,,
1493,05/01/25 10:30:00 PM,11.334,,,,,,,
1494,05/01/25 10:40:00 PM,11.334,,,,,,,
1495,05/01/25 10:50:00 PM,11.334,,,,,,,
1496,05/01/25 11:00:00 PM,11.334,,,,,,,
1497,05/01/25 11:10:00 PM,11.334,,,,,,,
1498,05/01/25 11:20:00 PM,11.334,,,,,,,
1499,05/01/25 11:30:00 PM,11.334,,,,,,,
1500,05/01/25 11:40:00 PM,11.334,,,,,,,
1501,05/01/25 11:50:00 PM,11.334,,,,,,,
1502,05/02/25 12:00:00 AM,11.334,,,,,,,
1503,05/02/25 12:10:00 AM,11.334,,,,,,,
1504,05/02/25 12:20:00 AM,11.431,,,,,,,
1505,05/02/25 12:30:00 AM,11.334,,,,,,,
1506,05/02/25 12:40:00 AM,11.334,,,,,,,
1507,05/02/25 12:50:00 AM,11.334,,,,,,,
1508,05/02/25 01:00:00 AM,11.334,,,,,,,
1509,05/02/25 01:10:00 AM,11.334,,,,,,,
1510,05/02/25 01:20:00 AM,11.334,,,,,,,
1511,05/02/25 01:30:00 AM,11.334,,,,,,,
1512,05/02/25 01:40:00 AM,11.334,,,,,,,
1513,05/02/25 01:50:00 AM,11.334,,,,,,,
1514,05/02/25 02:00:00 AM,11.431,,,,,,,
1515,05/02/25 02:10:00 AM,11.334,,,,,,,
1516,05/02/25 02:20:00 AM,11.334,,,,,,,
1517,05/02/25 02:30:00 AM,11.334,,,,,,,
1518,05/02/25 02:40:00 AM,11.431,,,,,,,
1519,05/02/25 02:50:00 AM,11.334,,,,,,,
1520,05/02/25 03:00:00 AM,11.334,,,,,,,
1521,05/02/25 03:10:00 AM,11.334,,,,,,,
1522,05/02/25 03:20:00 AM,11.334,,,,,,,
1523,05/02/25 03:30:00 AM,11.334,,,,,,,
1524,05/02/25 03:40:00 AM,11.334,,,,,,,
1525,05/02/25 03:50:00 AM,11.334,,,,,,,
1526,05/02/25 04:00:00 AM,11.334,,,,,,,
1527,05/02/25 04:10:00 AM,11.334,,,,,,,
1528,05/02/25 04:20:00 AM,11.334,,,,,,,
1529,05/02/25 04:30:00 AM,11.334,,,,,,,
1530,05/02/25 04:40:00 AM,11.334,,,,,,,
1531,05/02/25 04:50:00 AM,11.334,,,,,,,
1532,05/02/25 05:00:00 AM,11.334,,,,,,,
1533,05/02/25 05:10:00 AM,11.334,,,,,,,
1534,05/02/25 05:20:00 AM,11.334,,,,,,,
1535,05/02/25 05:30:00 AM,11.334,,,,,,,
1536,05/02/25 05:40:00 AM,11.334,,,,,,,
1537,05/02/25 05:50:00 AM,11.334,,,,,,,
1538,05/02/25 06:00:00 AM,11.334,,,,,,,
1539,05/02/25 06:10:00 AM,11.334,,,,,,,
1540,05/02/25 06:20:00 AM,11.334,,,,,,,
1541,05/02/25 06:30:00 AM,11.334,,,,,,,
1542,05/02/25 06:40:00 AM,11.334,,,,,,,
1543,05/02/25 06:50:00 AM,11.334,,,,,,,
1544,05/02/25 07:00:00 AM,11.334,,,,,,,
1545,05/02/25 07:10:00 AM,11.334,,,,,,,
1546,05/02/25 07:20:00 AM,11.334,,,,,,,
1547,05/02/25 07:30:00 AM,11.334,,,,,,,
1548,05/02/25 07:40:00 AM,11.334,,,,,,,
1549,05/02/25 07:50:00 AM,11.334,,,,,,,
1550,05/02/25 08:00:00 AM,11.334,,,,,,,
1551,05/02/25 08:10:00 AM,11.334,,,,,,,
1552,05/02/25 08:20:00 AM,11.334,,,,,,,
1553,05/02/25 08:30:00 AM,11.334,,,,,,,
1554,05/02/25 08:40:00 AM,11.334,,,,,,,
1555,05/02/25 08:50:00 AM,11.334,,,,,,,
1556,05/02/25 09:00:00 AM,11.334,,,,,,,
1557,05/02/25 09:10:00 AM,11.334,,,,,,,
1558,05/02/25 09:20:00 AM,11.334,,,,,,,
1559,05/02/25 09:30:00 AM,11.334,,,,,,,
1560,05/02/25 09:40:00 AM,11.334,,,,,,,
1561,05/02/25 09:50:00 AM,11.334,,,,,,,
1562,05/02/25 10:00:00 AM,11.334,,,,,,,
1563,05/02/25 10:10:00 AM,11.334,,,,,,,
1564,05/02/25 10:20:00 AM,11.334,,,,,,,
1565,05/02/25 10:30:00 AM,11.334,,,,,,,
1566,05/02/25 10:40:00 AM,11.334,,,,,,,
1567,05/02/25 10:50:00 AM,11.334,,,,,,,
1568,05/02/25 11:00:00 AM,11.431,,,,,,,
1569,05/02/25 11:10:00 AM,11.334,,,,,,,
1570,05/02/25 11:20:00 AM,11.334,,,,,,,
1571,05/02/25 11:30:00 AM,11.431,,,,,,,
1572,05/02/25 11:40:00 AM,11.431,,,,,,,
1573,05/02/25 11:50:00 AM,11.334,,,,,,,
1574,05/02/25 12:00:00 PM,11.334,,,,,,,
1575,05/02/25 12:10:00 PM,11.334,,,,,,,
1576,05/02/25 12:20:00 PM,11.334,,,,,,,
1577,05/02/25 12:30:00 PM,11.431,,,,,,,
1578,05/02/25 12:40:00 PM,11.334,,,,,,,
1579,05/02/25 12:50:00 PM,11.431,,,,,,,
1580,05/02/25 01:00:00 PM,11.431,,,,,,,
1581,05/02/25 01:10:00 PM,11.334,,,,,,,
1582,05/02/25 01:20:00 PM,11.431,,,,,,,
1583,05/02/25 01:30:00 PM,11.334,,,,,,,
1584,05/02/25 01:40:00 PM,11.334,,,,,,,
1585,05/02/25 01:50:00 PM,11.334,,,,,,,
1586,05/02/25 02:00:00 PM,11.334,,,,,,,
1587,05/02/25 02:10:00 PM,11.431,,,,,,,
1588,05/02/25 02:20:00 PM,11.431,,,,,,,
1589,05/02/25 02:30:00 PM,11.431,,,,,,,
1590,05/02/25 02:40:00 PM,11.431,,,,,,,
1591,05/02/25 02:50:00 PM,11.431,,,,,,,
1592,05/02/25 03:00:00 PM,11.431,,,,,,,
1593,05/02/25 03:10:00 PM,11.431,,,,,,,
1594,05/02/25 03:20:00 PM,11.431,,,,,,,
1595,05/02/25 03:30:00 PM,11.431,,,,,,,
1596,05/02/25 03:40:00 PM,11.431,,,,,,,
1597,05/02/25 03:50:00 PM,11.431,,,,,,,
1598,05/02/25 04:00:00 PM,11.431,,,,,,,
1599,05/02/25 04:10:00 PM,11.431,,,,,,,
1600,05/02/25 04:20:00 PM,11.431,,,,,,,
1601,05/02/25 04:30:00 PM,11.431,,,,,,,
1602,05/02/25 04:40:00 PM,11.431,,,,,,,
1603,05/02/25 04:50:00 PM,11.431,,,,,,,
1604,05/02/25 05:00:00 PM,11.431,,,,,,,
1605,05/02/25 05:10:00 PM,11.431,,,,,,,
1606,05/02/25 05:20:00 PM,11.431,,,,,,,
1607,05/02/25 05:30:00 PM,11.431,,,,,,,
1608,05/02/25 05:40:00 PM,11.431,,,,,,,
1609,05/02/25 05:50:00 PM,11.431,,,,,,,
1610,05/02/25 06:00:00 PM,11.431,,,,,,,
1611,05/02/25 06:10:00 PM,11.431,,,,,,,
1612,05/02/25 06:20:00 PM,11.431,,,,,,,
1613,05/02/25 06:30:00 PM,11.431,,,,,,,
1614,05/02/25 06:40:00 PM,11.431,,,,,,,
1615,05/02/25 06:50:00 PM,11.431,,,,,,,
1616,05/02/25 07:00:00 PM,11.431,,,,,,,
1617,05/02/25 07:10:00 PM,11.431,,,,,,,
1618,05/02/25 07:20:00 PM,11.431,,,,,,,
1619,05/02/25 07:30:00 PM,11.431,,,,,,,
1620,05/02/25 07:40:00 PM,11.431,,,,,,,
1621,05/02/25 07:50:00 PM,11.431,,,,,,,
1622,05/02/25 08:00:00 PM,11.431,,,,,,,
1623,05/02/25 08:10:00 PM,11.431,,,,,,,
1624,05/02/25 08:20:00 PM,11.431,,,,,,,
1625,05/02/25 08:30:00 PM,11.431,,,,,,,
1626,05/02/25 08:40:00 PM,11.431,,,,,,,
1627,05/02/25 08:50:00 PM,11.431,,,,,,,
1628,05/02/25 09:00:00 PM,11.431,,,,,,,
