"TOA5","CR6Series_BVRplatform","CR6","13030","CR6.Std.10.02 CR6-WIFI.05","CPU:BVR_Platform_wind_20250320.CR6","23357","bvre-waterquality"
"TIMESTAMP","RECORD","BattV","PTemp_C","wtr_1","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_10","wtr_11","wtr_12","wtr_13","doobs_6","dosat_6","dotemp_6","doobs_13","dosat_13","dotemp_13","EXO_Date","EXO_Time","EXO_wtr_1","Cond_1","SpCond_1","TDS_1","dosat_1","doobs_1","Chla_RFU_1","Chla_1","BGAPC_RFU_1","BGAPC_1","fDOM_RFU_1","fDOM_QSU_1","Turbidity_FNU_1","TSS_mgL_1","EXO_pressure","EXO_depth","EXO_battery","EXO_cablepower","EXO_wiper","Lvl_psi","wtr_pt_13"
"2025-12-11 00:00:00",37648,12.43,6.233,"NAN","NAN",2.340478,2.168481,2.258325,2.463739,0.2667175,2.285974,2.249383,2.289697,2.284723,2.30697,2.273706,12.64614,92.25609,2.324623,12.63774,92.19992,2.326698,251211,5337,2.313,27.81,49.08,31.9,89.82,12.32,0.72,2.27,1.95,1.26,4.13,12.35,16.8,0,2.48,1.748,5.93,10.8,1.19,8.570417,2.352727
"2025-12-11 00:10:00",37649,12.43,6.084,"NAN","NAN",2.217096,2.045496,2.147729,2.42901,0.2994629,2.285547,2.252588,2.288049,2.276483,2.297815,2.265863,12.52092,91.33277,2.320648,12.62902,92.12602,2.322556,251211,10337,2.307,27.8,49.07,31.9,89.77,12.31,0.75,2.39,1.97,1.28,4.13,12.34,16.81,0,2.49,1.751,5.94,10.79,1.19,8.584067,2.344013
"2025-12-11 00:20:00",37650,12.44,5.994,"NAN","NAN",2.335565,2.101434,2.277765,2.47503,0.3565308,2.287103,2.257989,2.295038,2.285242,2.307153,2.27633,12.55543,91.61714,2.333763,12.56661,91.70764,2.337402,251211,11337,2.306,27.81,49.08,31.9,89.76,12.31,0.83,2.66,1.97,1.29,4.13,12.35,16.77,0,2.5,1.759,5.93,10.79,1.19,8.587087,2.356179
"2025-12-11 00:30:00",37651,12.42,5.929,"NAN","NAN",2.34411,2.151361,2.276422,2.558404,0.7708069,2.292444,2.253747,2.295801,2.28927,2.313074,2.279626,12.54656,91.57212,2.341713,12.47356,91.0393,2.341721,251211,12337,2.312,27.81,49.07,31.9,89.68,12.3,0.99,3.25,2.03,1.34,4.13,12.35,16.7,0,2.49,1.755,5.94,10.78,1.19,8.594704,2.359694
"2025-12-11 00:40:00",37652,12.28,5.982,"NAN","NAN",2.402978,2.269098,2.402734,2.603815,1.404047,2.280511,2.259027,2.299921,2.292139,2.315973,2.280023,12.58609,91.84297,2.33464,12.45234,90.88797,2.343101,251211,13337,2.313,27.81,49.08,31.9,89.7,12.3,0.81,2.59,1.93,1.25,4.1,12.26,16.86,0,2.49,1.753,5.94,10.56,1.19,8.578806,2.361052
"2025-12-11 00:50:00",37653,12.26,6.224,"NAN","NAN",2.253595,2.187219,2.267511,2.557886,1.671808,2.278528,2.263269,2.300897,2.290277,2.314935,2.280664,12.61334,92.00467,2.319794,12.50437,91.2638,2.341537,251211,14337,2.313,27.8,49.06,31.89,89.75,12.31,0.77,2.45,1.97,1.29,4.13,12.34,16.97,0,2.49,1.753,5.94,10.61,1.19,8.581516,2.360545
"2025-12-11 01:00:00",37654,12.26,6.456,"NAN","NAN",2.099206,2.007776,2.094598,2.428522,1.594507,2.275445,2.254449,2.29281,2.283441,2.309198,2.277704,12.61481,92.0111,2.318062,12.53545,91.48415,2.338959,251211,15337,2.308,27.8,49.06,31.89,89.82,12.32,0.75,2.37,1.96,1.27,4.12,12.33,16.97,0,2.49,1.751,5.94,10.65,1.19,8.584185,2.356547
"2025-12-11 01:10:00",37655,12.28,6.593,"NAN","NAN",2.014368,1.927545,2.008447,2.226892,1.907343,2.266534,2.242548,2.28335,2.274713,2.294611,2.252649,12.60424,91.92539,2.314613,12.56594,91.65322,2.317551,251211,20337,2.3,27.79,49.07,31.9,89.84,12.32,0.87,2.83,1.98,1.29,4.12,12.33,16.89,0,2.5,1.757,5.94,10.56,1.19,8.584184,2.330522
"2025-12-11 01:20:00",37656,12.42,6.623,"NAN","NAN",2.107751,1.994531,2.091302,2.373407,2.028406,2.26745,2.239587,2.279687,2.26687,2.291681,2.255395,12.60368,91.89857,2.305458,12.58978,91.83331,2.319969,251211,21337,2.283,27.78,49.06,31.89,89.86,12.33,0.77,2.44,1.97,1.28,4.12,12.32,17.03,0,2.51,1.766,5.94,10.77,1.19,8.596182,2.335365
"2025-12-11 01:30:00",37657,12.39,6.509,"NAN","NAN",2.066492,2.006769,2.090692,2.338281,1.692407,2.254419,2.228174,2.268793,2.264184,2.293268,2.257776,12.62093,91.99485,2.293709,12.57916,91.75282,2.318748,251211,22337,2.277,27.77,49.07,31.9,89.81,12.33,0.78,2.5,1.93,1.24,4.12,12.3,16.94,0,2.5,1.762,5.93,10.77,1.19,8.586214,2.337659
"2025-12-11 01:40:00",37658,12.4,6.374,"NAN","NAN",2.15719,2.042902,2.16076,2.448297,2.004266,2.260492,2.224115,2.26452,2.260828,2.285394,2.250268,12.5914,91.80554,2.30407,12.54156,91.44717,2.306137,251211,23337,2.284,27.77,49.05,31.88,89.84,12.33,0.79,2.51,1.98,1.29,4.14,12.38,17.2,0,2.5,1.759,5.94,10.8,1.19,8.581322,2.332259
"2025-12-11 01:50:00",37659,12.39,6.253,"NAN","NAN",2.004022,1.956476,2.083459,2.404901,1.770929,2.260217,2.228021,2.261316,2.24743,2.279993,2.245965,12.58822,91.7688,2.298714,12.5406,91.4307,2.302338,251211,24337,2.271,27.76,49.05,31.88,89.83,12.33,0.78,2.5,1.99,1.3,4.13,12.35,16.93,0,2.51,1.766,5.94,10.78,1.19,8.578234,2.324198
"2025-12-11 02:00:00",37660,12.4,6.137,"NAN","NAN",1.896875,1.853265,1.97381,2.288843,1.703729,2.250146,2.212945,2.252313,2.241083,2.265558,2.2297,12.6288,92.05007,2.292839,12.57323,91.64633,2.293365,251211,25337,2.277,27.75,49.03,31.87,89.85,12.33,0.8,2.55,1.99,1.3,4.11,12.3,17.12,0,2.51,1.767,5.94,10.78,1.19,8.58986,2.30834
"2025-12-11 02:10:00",37661,12.4,6.014,"NAN","NAN",1.880731,1.809076,1.919153,2.239191,1.778223,2.248376,2.220972,2.25451,2.24566,2.273096,2.238641,12.58086,91.69622,2.291115,12.56049,91.55662,2.294571,251211,30337,2.267,27.75,49.05,31.88,89.77,12.32,0.83,2.67,2,1.31,4.12,12.32,17.01,0,2.51,1.77,5.94,10.8,1.19,8.58767,2.31946
"2025-12-11 02:20:00",37662,12.38,5.9,"NAN","NAN",1.74502,1.701105,1.830743,2.144495,1.764337,2.252954,2.21734,2.254297,2.24563,2.271509,2.240137,12.57456,91.65386,2.292503,12.4982,91.10376,2.29509,251211,30837,2.268,27.75,49.05,31.88,89.79,12.33,0.94,3.07,1.98,1.29,4.13,12.34,16.97,0,2.51,1.767,5.93,10.78,1.19,8.590787,2.318738
"2025-12-11 02:30:00",37663,12.41,5.78,"NAN","NAN",1.629968,1.576929,1.708765,2.018915,1.579645,2.243005,2.209802,2.252435,2.239801,2.271387,2.237695,12.61632,91.95697,2.291985,12.47598,90.94091,2.294746,251211,32337,2.274,27.75,49.03,31.87,89.8,12.33,0.77,2.47,1.96,1.27,4.13,12.35,17.11,0,2.5,1.762,5.94,10.78,1.2,8.57815,2.317116
"2025-12-11 02:40:00",37664,12.38,5.661,"NAN","NAN",1.5758,1.528406,1.630457,1.793298,1.591486,2.240716,2.206262,2.248468,2.239465,2.267114,2.235406,12.63864,92.1007,2.284378,12.49176,91.05253,2.293365,251211,33337,2.266,27.75,49.05,31.88,89.83,12.33,0.89,2.89,1.99,1.3,4.12,12.31,17.01,0,2.5,1.763,5.94,10.78,1.2,8.575924,2.31761
"2025-12-11 02:50:00",37665,12.38,5.553,"NAN","NAN",1.538751,1.439447,1.587396,1.772699,1.557397,2.241968,2.206018,2.241144,2.228693,2.257898,2.225366,12.64073,92.12702,2.288872,12.50818,91.15292,2.285583,251211,34337,2.262,27.75,49.05,31.88,89.82,12.33,0.78,2.51,1.96,1.27,4.12,12.32,17.04,0,2.51,1.77,5.93,10.78,1.2,8.587514,2.305048
"2025-12-11 03:00:00",37666,12.39,5.454,"NAN","NAN",1.4172,1.338953,1.445093,1.720911,1.266473,2.240259,2.203638,2.241388,2.231317,2.256067,2.223444,12.58164,91.69219,2.287148,12.57388,91.62476,2.282837,251211,35337,2.264,27.74,49.04,31.87,89.81,12.33,0.76,2.42,1.98,1.29,4.1,12.25,17.07,0,2.53,1.781,5.93,10.78,1.2,8.589265,2.30082
"2025-12-11 03:10:00",37667,12.4,5.364,"NAN","NAN",1.330682,1.261499,1.355127,1.530573,1.328394,2.231348,2.195306,2.242181,2.230585,2.253442,2.221094,12.67175,92.31764,2.274704,12.57772,91.63718,2.276596,251211,40337,2.264,27.74,49.03,31.87,89.78,12.33,0.77,2.44,1.95,1.26,4.13,12.34,17,0,2.54,1.787,5.94,10.79,1.2,8.579003,2.30225
"2025-12-11 03:20:00",37668,12.39,5.26,"NAN","NAN",1.231043,1.161371,1.253015,1.423151,0.9362122,2.226038,2.199823,2.236505,2.223444,2.244653,2.209833,12.64265,92.09433,2.27021,12.5921,91.7227,2.268837,251211,41337,2.263,27.73,49.02,31.86,89.85,12.34,0.77,2.44,1.96,1.27,4.12,12.31,17.26,0,2.52,1.777,5.93,10.78,1.2,8.566513,2.289165
"2025-12-11 03:30:00",37669,12.4,5.158,"NAN","NAN",1.094507,1.053613,1.148279,1.365686,-0.7763427,2.232294,2.197595,2.233484,2.222406,2.245111,2.208826,12.62357,91.97355,2.277458,12.61991,91.92586,2.269012,251211,42337,2.257,27.73,49.02,31.86,89.81,12.33,0.78,2.49,1.99,1.3,4.13,12.34,17.09,0,2.52,1.776,5.94,10.77,1.2,8.573659,2.289089
"2025-12-11 03:40:00",37670,12.39,5.068,"NAN","NAN",1.042841,0.9918457,1.10174,1.378046,0.6673218,2.228937,2.194238,2.2297,2.217218,2.239923,2.201471,12.6595,92.22274,2.272461,12.59763,91.76383,2.269173,251211,43337,2.255,27.73,49.02,31.86,89.79,12.33,0.75,2.37,1.97,1.28,4.12,12.32,17.12,0,2.54,1.786,5.93,10.78,1.2,8.580901,2.285155
"2025-12-11 03:50:00",37671,12.4,4.976,"NAN","NAN",0.9744202,0.886377,0.9896179,1.22558,0.5897766,2.230615,2.194757,2.228387,2.21615,2.240594,2.206018,12.64294,92.09519,2.269691,12.56851,91.54822,2.267792,251211,44337,2.253,27.71,48.99,31.85,89.7,12.32,0.76,2.42,1.93,1.25,4.12,12.32,17.23,0,2.53,1.78,5.93,10.78,1.2,8.576911,2.284902
"2025-12-11 04:00:00",37672,12.39,4.889,"NAN","NAN",0.7773987,0.75094,0.8504273,1.136621,0.4885498,2.221185,2.195276,2.230951,2.221582,2.245111,2.209375,12.6355,92.03405,2.266922,12.6003,91.791,2.272278,251211,45337,2.253,27.72,49.01,31.86,89.73,12.32,0.74,2.36,1.96,1.27,4.11,12.27,17.19,0,2.52,1.775,5.93,10.77,1.2,8.584745,2.29043
"2025-12-11 04:10:00",37673,12.38,4.791,"NAN","NAN",0.832544,0.7958008,0.8921753,1.124384,0.5714966,2.213678,2.184503,2.223505,2.214654,2.242181,2.20614,12.70238,92.51759,2.265541,12.61966,91.92213,2.268311,251211,50337,2.243,27.71,49.02,31.86,89.81,12.34,0.79,2.51,1.97,1.28,4.12,12.3,17.1,0,2.56,1.803,5.94,10.77,1.19,8.577875,2.287356
"2025-12-11 04:20:00",37674,12.38,4.727,"NAN","NAN",0.8476807,0.7772461,0.8736511,1.039728,0.1697937,2.215417,2.183465,2.221368,2.211236,2.234247,2.198083,12.71898,92.64064,2.266403,12.67146,92.29238,2.265541,251211,51337,2.243,27.72,49.03,31.87,89.82,12.34,0.74,2.36,1.96,1.27,4.13,12.36,16.97,0,2.53,1.781,5.94,10.78,1.19,8.541282,2.279173
"2025-12-11 04:30:00",37675,12.39,4.673,"NAN","NAN",0.7223755,0.6863953,0.7828308,1.037805,-0.4336914,2.213922,2.1784,2.211969,2.189233,2.22146,2.185297,12.68515,92.39475,2.266571,12.67619,92.27371,2.244278,251211,52337,2.24,27.71,49.02,31.86,89.87,12.35,0.75,2.37,1.95,1.26,4.12,12.31,17.16,0,2.52,1.773,5.93,10.78,1.19,8.581724,2.267669
"2025-12-11 04:40:00",37676,12.27,4.658,"NAN","NAN",0.6605164,0.6050354,0.491449,0.8974243,-0.5733093,2.210565,2.170526,2.197351,2.178857,2.203943,2.169702,12.67485,92.31503,2.264679,12.66478,92.16446,2.23391,251211,53337,2.23,27.69,49,31.85,89.78,12.34,0.7,2.21,1.98,1.29,4.12,12.31,17.24,0,2.53,1.783,5.94,10.56,1.19,8.539827,2.254845
"2025-12-11 04:50:00",37677,12.2,4.818,"NAN","NAN",0.5024964,0.4862305,0.5690552,0.7293946,-0.1377625,2.189508,2.15069,2.178552,2.172296,2.200494,2.16012,12.69427,92.39365,2.239616,12.6955,92.34695,2.217491,251211,54337,2.226,27.69,49.01,31.85,89.85,12.35,0.73,2.29,1.96,1.27,4.11,12.28,17.38,0,2.53,1.783,5.94,10.62,1.19,8.56063,2.240552
"2025-12-11 05:00:00",37678,12.27,4.961,"NAN","NAN",0.2383057,0.2231995,0.3034607,0.4526916,-0.0991272,2.181177,2.137231,2.156885,2.148981,2.168237,2.1224,12.7346,92.64001,2.22094,12.74014,92.59876,2.188606,251211,55337,2.195,27.64,48.98,31.84,89.75,12.35,0.71,2.22,1.95,1.26,4.12,12.31,17.68,0,2.56,1.803,5.94,10.53,1.2,8.560116,2.205111
"2025-12-11 05:10:00",37679,12.3,5.02,"NAN","NAN",0.1809326,0.1412903,0.2227112,0.4049622,-0.9439453,2.183527,2.145624,2.175195,2.165979,2.188623,2.148004,12.72418,92.57556,2.225441,12.71932,92.48841,2.204857,251211,60337,2.205,27.67,49,31.85,89.83,12.35,0.71,2.22,1.95,1.27,4.13,12.33,17.25,0,2.57,1.806,5.93,10.61,1.2,8.552051,2.229522
"2025-12-11 05:20:00",37680,12.39,4.891,"NAN","NAN",0.01546631,-0.01303711,0.08861694,0.30224,-0.2074341,2.184015,2.150781,2.184412,2.169611,2.190088,2.152917,12.73399,92.64902,2.226311,12.71246,92.46189,2.214203,251211,61337,2.211,27.67,48.99,31.85,89.79,12.35,0.75,2.39,1.97,1.28,4.14,12.38,17.41,0,2.54,1.788,5.94,10.75,1.2,8.564279,2.231125
"2025-12-11 05:30:00",37681,12.4,4.668,"NAN","NAN",-0.05570068,-0.09232178,0.01867065,0.2315918,-0.1226257,2.180017,2.138879,2.170099,2.14837,2.160364,2.119562,12.73118,92.61168,2.219551,12.70499,92.32415,2.180984,251211,62337,2.205,27.66,49,31.85,89.82,12.35,0.74,2.34,1.99,1.3,4.12,12.33,17.26,0,2.55,1.793,5.93,10.76,1.2,8.564501,2.217175
"2025-12-11 05:40:00",37682,12.31,4.431,"NAN","NAN",-0.1990418,-0.2165894,-0.122229,0.08934937,-0.3247742,2.173273,2.139429,2.172784,2.167261,2.187555,2.150537,12.72348,92.54338,2.214722,12.72657,92.54933,2.208153,251211,63337,2.195,27.66,49,31.85,89.83,12.36,0.83,2.66,2,1.31,4.12,12.3,17.96,0,2.55,1.797,5.94,10.76,1.2,8.575676,2.228866
"2025-12-11 05:50:00",37683,12.36,4.213,"NAN","NAN",-0.2782349,-0.3173279,-0.2163452,0.002526856,-0.6633972,2.165124,2.13125,2.162225,2.139001,2.161706,2.126794,12.74228,92.68102,2.215073,12.72379,92.48815,2.191887,251211,64337,2.188,27.64,48.99,31.84,89.88,12.37,0.77,2.47,2.01,1.32,4.11,12.28,18.17,0,2.52,1.774,5.94,10.75,1.2,8.562323,2.215687
"2025-12-11 06:00:00",37684,12.38,4.001,"NAN","NAN",-0.2286743,-0.2866882,-0.1728577,0.05391846,-0.7575439,2.154291,2.127985,2.169733,2.156579,2.181146,2.145502,12.72611,92.52241,2.198807,12.72982,92.53865,2.194481,251211,65337,2.19,27.64,48.99,31.84,89.86,12.36,0.75,2.38,1.95,1.26,4.12,12.3,18.13,0,2.56,1.804,5.94,10.76,1.2,8.582773,2.226974
"2025-12-11 06:10:00",37685,12.38,3.84,"NAN","NAN",-0.2882446,-0.3222412,-0.2023377,0.03542481,-0.7602905,2.156091,2.128046,2.162012,2.153375,2.171319,2.127313,12.71754,92.45759,2.197762,12.71636,92.4263,2.188782,251211,70337,2.182,27.63,48.98,31.84,89.87,12.37,0.78,2.48,1.99,1.3,4.11,12.28,18.36,0,2.56,1.801,5.93,10.75,1.2,8.575476,2.220214
"2025-12-11 06:20:00",37686,12.35,3.725,"NAN","NAN",-0.2548279,-0.3302979,-0.2130493,0.01537476,-1.855109,2.150384,2.110651,2.149927,2.140741,2.171899,2.138238,12.71752,92.43611,2.189301,12.70747,92.37257,2.1931,251211,71337,2.167,27.63,49,31.85,89.95,12.38,0.76,2.42,1.97,1.28,4.13,12.33,17.97,0,2.56,1.803,5.94,10.76,1.2,8.57078,2.218562
"2025-12-11 06:30:00",37687,12.39,3.624,"NAN","NAN",-0.434729,-0.4597534,-0.3380188,-0.1184143,-1.911078,2.149316,2.118524,2.153039,2.13949,2.164026,2.129785,12.71127,92.38974,2.188942,12.69265,92.25839,2.190491,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",8.580967,2.209232
"2025-12-11 06:40:00",37688,12.38,3.53,"NAN","NAN",-0.5210937,-0.540686,-0.4384216,-0.2239441,-0.5286621,2.142816,2.109613,2.146173,2.133081,2.159692,2.125299,12.739,92.58825,2.187736,12.72418,92.48057,2.187736,251211,73337,2.171,27.62,48.98,31.84,89.91,12.38,0.78,2.48,1.98,1.29,4.12,12.31,17.89,0,2.57,1.81,5.93,10.75,1.2,8.549182,2.209711
"2025-12-11 06:50:00",37689,12.37,3.43,"NAN","NAN",-0.6308655,-0.6646789,-0.5755371,-0.3863892,-0.3290466,2.147455,2.108453,2.148218,2.137262,2.161371,2.122308,12.71742,92.43273,2.188255,12.69946,92.29058,2.183586,251211,74337,2.155,27.61,48.99,31.84,89.98,12.39,0.77,2.44,1.99,1.3,4.1,12.26,18.18,0,2.57,1.812,5.93,10.76,1.2,8.579969,2.205061
"2025-12-11 07:00:00",37690,12.38,3.319,"NAN","NAN",-0.6732849,-0.7192138,-0.6186889,-0.4115662,-0.2912048,2.128656,2.094079,2.136346,2.128931,2.145074,2.102869,12.7578,92.68908,2.173538,12.76028,92.68576,2.16507,251211,75337,2.159,27.62,48.99,31.84,89.94,12.38,0.74,2.35,1.99,1.3,4.12,12.31,18.17,0,2.59,1.821,5.94,10.75,1.2,8.576088,2.184013
"2025-12-11 07:10:00",37691,12.39,3.222,"NAN","NAN",-0.715155,-0.7551025,-0.6430115,-0.4119934,-1.760596,2.133386,2.101007,2.133539,2.122888,2.145837,2.113306,12.7529,92.6766,2.182716,12.74079,92.54981,2.167313,251211,80337,2.151,27.61,48.99,31.84,89.88,12.38,0.76,2.41,1.98,1.29,4.11,12.28,18.3,0,2.59,1.826,5.93,10.74,1.2,8.574358,2.194377
"2025-12-11 07:20:00",37692,12.35,3.15,"NAN","NAN",-0.7569336,-0.7894043,-0.6755127,-0.4399475,-1.755011,2.119562,2.084527,2.122949,2.114313,2.132288,2.092126,12.73426,92.49311,2.163681,12.73289,92.4706,2.158661,251211,81337,2.142,27.6,48.99,31.84,89.91,12.39,0.73,2.32,1.98,1.29,4.1,12.25,18.48,0,2.59,1.825,5.93,10.74,1.2,8.587697,2.169439
"2025-12-11 07:30:00",37693,12.36,3.095,"NAN","NAN",-0.841864,-0.8833374,-0.768988,-0.5644592,-1.666327,2.116388,2.078699,2.112115,2.101953,2.125604,2.087823,12.72746,92.4421,2.162994,12.72792,92.42159,2.153473,251211,82337,2.137,27.6,48.99,31.84,89.94,12.39,0.81,2.6,1.99,1.3,4.11,12.28,18.26,0,2.59,1.823,5.93,10.75,1.19,8.569611,2.168961
"2025-12-11 07:40:00",37694,12.36,3.017,"NAN","NAN",-0.9398254,-0.9508423,-0.8588928,-0.6288208,-2.495306,2.108575,2.072748,2.106683,2.098138,2.117273,2.081659,12.73991,92.5225,2.159004,12.74004,92.47508,2.139793,251211,83337,2.13,27.58,48.98,31.83,89.96,12.4,0.65,2.02,1.97,1.28,4.1,12.26,18.32,0,2.59,1.827,5.94,10.75,1.19,8.579024,2.1592
"2025-12-11 07:50:00",37695,12.36,2.946,"NAN","NAN",-1.021643,-1.03855,-0.8804687,-0.5869201,-2.719855,2.108728,2.073633,2.107324,2.094934,2.120447,2.086938,12.71553,92.35027,2.160919,12.6969,92.16727,2.141869,251211,84337,2.125,27.59,49,31.85,90.01,12.41,0.72,2.26,1.93,1.25,4.12,12.32,17.88,0,2.59,1.823,5.93,10.75,1.19,8.580085,2.169514
"2025-12-11 08:00:00",37696,12.44,2.876,"NAN","NAN",-1.08811,-1.06745,-0.9401916,-0.730841,-2.409186,2.106164,2.072137,2.107019,2.096246,2.118982,2.08288,12.77,92.74143,2.15918,12.71216,92.28131,2.143265,251211,85337,2.129,27.59,48.99,31.84,89.93,12.39,0.71,2.23,1.94,1.26,4.11,12.29,18.28,0,2.6,1.828,5.93,10.76,1.19,8.576281,2.16286
"2025-12-11 08:10:00",37697,12.41,2.829,"NAN","NAN",-1.121252,-1.072241,-0.9644531,-0.7436279,-2.474097,2.092279,2.058679,2.098413,2.088464,2.112054,2.073877,12.77603,92.73053,2.137543,12.75372,92.5695,2.137894,251211,90337,2.113,27.58,49,31.85,90.02,12.41,0.75,2.37,1.96,1.28,4.1,12.26,17.96,0,2.6,1.833,5.94,10.81,1.19,8.563099,2.151568
"2025-12-11 08:20:00",37698,12.42,2.809,"NAN","NAN",-1.089362,-1.040076,-0.8768371,-0.6186584,-2.713477,2.094263,2.058374,2.095209,2.084161,2.106439,2.069757,12.74493,92.50303,2.136848,12.74633,92.49189,2.128365,251211,91337,2.112,27.58,49,31.85,90.05,12.41,0.72,2.27,1.99,1.3,4.11,12.3,17.95,0,2.6,1.828,5.93,10.81,1.2,8.578328,2.149934
"2025-12-11 08:30:00",37699,12.46,2.787,"NAN","NAN",-1.134741,-1.059637,-0.9849914,-0.7465271,-2.309851,2.089014,2.054895,2.088434,2.079034,2.09884,2.05871,12.78249,92.77745,2.137543,12.75776,92.53497,2.112595,251211,92337,2.111,27.57,48.99,31.84,89.97,12.4,0.72,2.27,1.95,1.26,4.11,12.28,18,0,2.6,1.828,5.94,10.84,1.2,8.552859,2.142833
"2025-12-11 08:40:00",37700,12.39,2.82,"NAN","NAN",-1.049811,-0.8889221,-0.7527832,-0.4915222,-2.060523,2.082788,2.047296,2.083734,2.069147,2.092401,2.057642,12.74169,92.46784,2.132172,12.74984,92.48275,2.114685,251211,93337,2.108,27.57,48.99,31.85,90.05,12.42,0.7,2.18,1.95,1.26,4.13,12.34,17.95,0,2.6,1.828,5.94,10.69,1.2,8.582728,2.136878
"2025-12-11 08:50:00",37701,12.46,3.054,"NAN","NAN",-1.100806,-0.7931274,-0.9394287,-0.67005,-2.124976,2.074182,2.035547,2.066431,2.05755,2.083704,2.048944,12.76895,92.61681,2.112785,12.76022,92.54989,2.111397,251211,94337,2.093,27.55,48.99,31.84,89.99,12.41,0.71,2.21,1.97,1.28,4.1,12.26,18.2,0,2.6,1.83,5.93,10.82,1.2,8.586092,2.127458
"2025-12-11 09:00:00",37702,13.11,3.323,"NAN","NAN",-0.9402832,-0.2815918,-0.5044616,-0.232428,-2.369574,2.065088,2.021204,2.052667,2.042352,2.06875,2.034662,12.77652,92.66232,2.109154,12.78496,92.67227,2.088867,251211,95337,2.089,27.55,48.98,31.84,90.07,12.43,0.71,2.22,1.97,1.28,4.1,12.27,18.21,0,2.6,1.832,5.93,10.99,1.2,8.523128,2.114728
"2025-12-11 09:10:00",37703,13.32,3.793,"NAN","NAN",-0.8059448,0.1611267,-0.3087219,-0.1314758,-1.561285,2.060419,2.020746,2.047815,2.032556,2.056756,2.022394,12.83196,93.05611,2.105843,12.80596,92.81746,2.086098,251211,100337,2.081,27.55,49,31.85,90.17,12.44,0.66,2.06,1.93,1.24,4.08,12.19,18.06,0,2.58,1.819,5.94,11.45,1.2,8.531751,2.102283
"2025-12-11 09:20:00",37704,13.6,4.167,"NAN","NAN",-0.6499084,2.872919,1.271845,1.384546,-1.671149,2.047784,2.009027,2.043756,2.035944,2.058954,2.019342,12.81849,92.91129,2.087303,12.78922,92.68476,2.081596,251211,101337,2.064,27.52,48.97,31.83,90.17,12.45,0.71,2.22,1.99,1.3,4.1,12.24,18.71,0,2.6,1.833,5.93,12.44,1.2,8.562728,2.09773
"2025-12-11 09:30:00",37705,13.39,4.333,"NAN","NAN",-0.5235656,1.621668,1.524347,1.605646,-1.235815,2.055536,2.017297,2.054315,2.045038,2.063348,2.028619,12.82311,92.97924,2.10083,12.81181,92.85826,2.085411,251211,102337,2.077,27.53,48.98,31.84,90.13,12.44,0.67,2.07,2,1.31,4.1,12.26,18.45,0,2.62,1.841,5.94,11.64,1.2,8.551308,2.110638
"2025-12-11 09:40:00",37706,14.29,4.408,"NAN","NAN",-0.465155,4.852472,5.801446,5.444177,-0.1533569,2.057611,2.010675,2.040765,2.022424,2.056787,2.023401,12.81736,92.92343,2.095283,12.82886,92.9796,2.084541,251211,103337,2.072,27.52,48.97,31.83,90.17,12.44,0.72,2.26,1.95,1.26,4.1,12.24,18.6,0,2.62,1.842,5.94,12.58,1.2,8.560158,2.102483
"2025-12-11 09:50:00",37707,14.24,4.551,"NAN","NAN",-0.3729309,5.335474,6.169611,5.468896,-0.08283081,2.068841,2.027429,2.062646,2.052026,2.064325,2.024072,12.81865,92.97376,2.111404,12.81682,92.89765,2.086616,251211,104337,2.076,27.52,48.96,31.82,90.25,12.46,0.72,2.28,1.99,1.3,4.08,12.2,18.74,0,2.6,1.828,5.94,12.66,1.2,8.581255,2.108781
"2025-12-11 10:00:00",37708,14.21,4.675,"NAN","NAN",-0.1919312,5.741754,7.290826,4.317987,0.1038757,2.097345,2.046899,2.075098,2.068506,2.084711,2.049829,12.87027,93.41455,2.137543,12.79467,92.79296,2.108788,251211,105337,2.091,27.58,49.04,31.88,90.45,12.48,0.68,2.12,1.93,1.25,4.05,12.1,19.07,0,2.6,1.833,5.93,12.64,1.19,8.583354,2.130974
"2025-12-11 10:10:00",37709,14.21,4.76,"NAN","NAN",-0.2850098,4.603052,4.99975,4.495142,0.143457,2.120752,2.06698,2.092615,2.080926,2.097833,2.063959,12.85715,93.38494,2.163338,12.80166,92.85691,2.113983,251211,110337,2.134,27.58,48.97,31.83,90.57,12.48,0.64,1.97,1.97,1.28,4.09,12.24,18.2,0,2.62,1.842,5.94,12.6,1.19,8.565584,2.141903
"2025-12-11 10:20:00",37710,14.19,4.767,"NAN","NAN",-0.3787293,4.526208,4.891626,3.930566,0.1583191,2.125879,2.073205,2.113214,2.096612,2.118066,2.078699,12.87449,93.51055,2.16317,12.82886,93.11402,2.137543,251211,111337,2.149,27.59,48.96,31.83,90.62,12.48,0.59,1.77,1.94,1.26,4.08,12.2,18.27,0,2.61,1.834,5.93,12.59,1.19,8.563677,2.158785
