MiniDOT Logger Concatenated Data File
Sensor:             7450-055639
Concatenation Date: 2026Mar10 14:59:39 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 152.4 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1764616320,           2025-12-01 19:12:00,           2025-12-01 14:12:00,      3.460000,     23.538000,          8.099000,                    97.177310,      0.951000
                1764616920,           2025-12-01 19:22:00,           2025-12-01 14:22:00,      3.460000,     16.711000,          9.013000,                    94.419814,      0.948000
                1764617520,           2025-12-01 19:32:00,           2025-12-01 14:32:00,      3.470000,     13.991000,          9.635000,                    95.207144,      0.949000
                1764618120,           2025-12-01 19:42:00,           2025-12-01 14:42:00,      3.480000,      7.683000,         10.236000,                    87.345334,      0.948000
                1764618720,           2025-12-01 19:52:00,           2025-12-01 14:52:00,      3.480000,      7.082000,          9.925000,                    83.441952,      0.948000
                1764619320,           2025-12-01 20:02:00,           2025-12-01 15:02:00,      3.480000,      6.889000,          9.883000,                    82.690302,      0.948000
                1764619920,           2025-12-01 20:12:00,           2025-12-01 15:12:00,      3.480000,      6.812000,          9.926000,                    82.890525,      0.947000
                1764620520,           2025-12-01 20:22:00,           2025-12-01 15:22:00,      3.480000,      6.783000,          9.789000,                    81.687217,      0.947000
                1764621120,           2025-12-01 20:32:00,           2025-12-01 15:32:00,      3.480000,      6.764000,          9.814000,                    81.856931,      0.946000
                1764621720,           2025-12-01 20:42:00,           2025-12-01 15:42:00,      3.480000,      6.764000,          9.834000,                    82.023747,      0.946000
                1764622320,           2025-12-01 20:52:00,           2025-12-01 15:52:00,      3.480000,      6.764000,          9.940000,                    82.907876,      0.945000
                1764622920,           2025-12-01 21:02:00,           2025-12-01 16:02:00,      3.480000,      6.744000,         10.300000,                    85.867599,      0.946000
                1764623520,           2025-12-01 21:12:00,           2025-12-01 16:12:00,      3.480000,      6.735000,         10.316000,                    85.981618,      0.944000
                1764624120,           2025-12-01 21:22:00,           2025-12-01 16:22:00,      3.480000,      6.744000,         10.004000,                    83.399948,      0.945000
                1764624720,           2025-12-01 21:32:00,           2025-12-01 16:32:00,      3.480000,      6.735000,         10.049000,                    83.756231,      0.945000
                1764625320,           2025-12-01 21:42:00,           2025-12-01 16:42:00,      3.480000,      6.706000,         10.086000,                    84.003610,      0.945000
                1764625920,           2025-12-01 21:52:00,           2025-12-01 16:52:00,      3.480000,      6.706000,         10.085000,                    83.995282,      0.944000
                1764626520,           2025-12-01 22:02:00,           2025-12-01 17:02:00,      3.480000,      6.725000,          9.976000,                    83.126983,      0.944000
                1764627120,           2025-12-01 22:12:00,           2025-12-01 17:12:00,      3.480000,      6.706000,          9.857000,                    82.096330,      0.944000
                1764627720,           2025-12-01 22:22:00,           2025-12-01 17:22:00,      3.480000,      6.706000,          9.839000,                    81.946413,      0.944000
                1764628320,           2025-12-01 22:32:00,           2025-12-01 17:32:00,      3.480000,      6.725000,          9.859000,                    82.152057,      0.944000
                1764628920,           2025-12-01 22:42:00,           2025-12-01 17:42:00,      3.480000,      6.706000,          9.947000,                    82.845916,      0.944000
                1764629520,           2025-12-01 22:52:00,           2025-12-01 17:52:00,      3.480000,      6.715000,          9.848000,                    82.039857,      0.944000
                1764630120,           2025-12-01 23:02:00,           2025-12-01 18:02:00,      3.480000,      6.696000,          9.847000,                    81.992507,      0.944000
                1764630720,           2025-12-01 23:12:00,           2025-12-01 18:12:00,      3.480000,      6.667000,          9.831000,                    81.799831,      0.944000
                1764631320,           2025-12-01 23:22:00,           2025-12-01 18:22:00,      3.480000,      6.686000,          9.764000,                    81.281034,      0.943000
                1764631920,           2025-12-01 23:32:00,           2025-12-01 18:32:00,      3.480000,      6.657000,          9.841000,                    81.862519,      0.944000
                1764632520,           2025-12-01 23:42:00,           2025-12-01 18:42:00,      3.480000,      6.667000,          9.789000,                    81.450366,      0.944000
                1764633120,           2025-12-01 23:52:00,           2025-12-01 18:52:00,      3.480000,      6.638000,          9.827000,                    81.707135,      0.944000
                1764633720,           2025-12-02 00:02:00,           2025-12-01 19:02:00,      3.480000,      6.657000,          9.847000,                    81.912430,      0.944000
                1764634320,           2025-12-02 00:12:00,           2025-12-01 19:12:00,      3.480000,      6.667000,          9.913000,                    82.482120,      0.944000
                1764634920,           2025-12-02 00:22:00,           2025-12-01 19:22:00,      3.480000,      6.657000,          9.902000,                    82.369948,      0.944000
                1764635520,           2025-12-02 00:32:00,           2025-12-01 19:32:00,      3.480000,      6.667000,          9.910000,                    82.457158,      0.944000
                1764636120,           2025-12-02 00:42:00,           2025-12-01 19:42:00,      3.480000,      6.648000,          9.893000,                    82.276519,      0.944000
                1764636720,           2025-12-02 00:52:00,           2025-12-01 19:52:00,      3.480000,      6.657000,          9.881000,                    82.195260,      0.944000
                1764637320,           2025-12-02 01:02:00,           2025-12-01 20:02:00,      3.480000,      6.648000,          9.974000,                    82.950167,      0.944000
                1764637920,           2025-12-02 01:12:00,           2025-12-01 20:12:00,      3.480000,      6.648000,          9.967000,                    82.891951,      0.944000
                1764638520,           2025-12-02 01:22:00,           2025-12-01 20:22:00,      3.480000,      6.628000,          9.831000,                    81.719900,      0.944000
                1764639120,           2025-12-02 01:32:00,           2025-12-01 20:32:00,      3.480000,      6.648000,          9.853000,                    81.943854,      0.944000
                1764639720,           2025-12-02 01:42:00,           2025-12-01 20:42:00,      3.480000,      6.667000,          9.827000,                    81.766549,      0.944000
                1764640320,           2025-12-02 01:52:00,           2025-12-01 20:52:00,      3.480000,      6.667000,          9.829000,                    81.783190,      0.944000
                1764640920,           2025-12-02 02:02:00,           2025-12-01 21:02:00,      3.480000,      6.657000,          9.825000,                    81.729423,      0.944000
                1764641520,           2025-12-02 02:12:00,           2025-12-01 21:12:00,      3.480000,      6.686000,          9.839000,                    81.905376,      0.944000
                1764642120,           2025-12-02 02:22:00,           2025-12-01 21:22:00,      3.480000,      6.677000,          9.820000,                    81.728780,      0.944000
                1764642720,           2025-12-02 02:32:00,           2025-12-01 21:32:00,      3.480000,      6.677000,          9.843000,                    81.920202,      0.944000
                1764643320,           2025-12-02 02:42:00,           2025-12-01 21:42:00,      3.480000,      6.706000,          9.853000,                    82.063015,      0.944000
                1764643920,           2025-12-02 02:52:00,           2025-12-01 21:52:00,      3.480000,      6.686000,          9.861000,                    82.088516,      0.943000
                1764644520,           2025-12-02 03:02:00,           2025-12-01 22:02:00,      3.480000,      6.735000,          9.858000,                    82.164287,      0.944000
                1764645120,           2025-12-02 03:12:00,           2025-12-01 22:12:00,      3.480000,      6.715000,          9.870000,                    82.223130,      0.944000
                1764645720,           2025-12-02 03:22:00,           2025-12-01 22:22:00,      3.480000,      6.706000,          9.776000,                    81.421703,      0.943000
                1764646320,           2025-12-02 03:32:00,           2025-12-01 22:32:00,      3.480000,      6.735000,          9.880000,                    82.347653,      0.944000
                1764646920,           2025-12-02 03:42:00,           2025-12-01 22:42:00,      3.480000,      6.715000,          9.929000,                    82.714636,      0.944000
                1764647520,           2025-12-02 03:52:00,           2025-12-01 22:52:00,      3.480000,      6.744000,          9.922000,                    82.716341,      0.944000
                1764648120,           2025-12-02 04:02:00,           2025-12-01 23:02:00,      3.480000,      6.744000,          9.815000,                    81.824319,      0.943000
                1764648720,           2025-12-02 04:12:00,           2025-12-01 23:12:00,      3.480000,      6.764000,          9.804000,                    81.773522,      0.943000
                1764649320,           2025-12-02 04:22:00,           2025-12-01 23:22:00,      3.480000,      6.735000,          9.939000,                    82.839405,      0.944000
                1764649920,           2025-12-02 04:32:00,           2025-12-01 23:32:00,      3.480000,      6.754000,          9.874000,                    82.336781,      0.944000
                1764650520,           2025-12-02 04:42:00,           2025-12-01 23:42:00,      3.480000,      6.764000,          9.877000,                    82.382403,      0.944000
                1764651120,           2025-12-02 04:52:00,           2025-12-01 23:52:00,      3.480000,      6.783000,          9.865000,                    82.321422,      0.943000
                1764651720,           2025-12-02 05:02:00,           2025-12-02 00:02:00,      3.480000,      6.764000,          9.850000,                    82.157201,      0.943000
                1764652320,           2025-12-02 05:12:00,           2025-12-02 00:12:00,      3.480000,      6.783000,          9.826000,                    81.995975,      0.943000
                1764652920,           2025-12-02 05:22:00,           2025-12-02 00:22:00,      3.480000,      6.744000,          9.707000,                    80.923959,      0.943000
                1764653520,           2025-12-02 05:32:00,           2025-12-02 00:32:00,      3.480000,      6.754000,          9.648000,                    80.452224,      0.943000
                1764654120,           2025-12-02 05:42:00,           2025-12-02 00:42:00,      3.480000,      6.783000,          9.712000,                    81.044668,      0.943000
                1764654720,           2025-12-02 05:52:00,           2025-12-02 00:52:00,      3.480000,      6.754000,          9.742000,                    81.236066,      0.943000
                1764655320,           2025-12-02 06:02:00,           2025-12-02 01:02:00,      3.480000,      6.754000,          9.788000,                    81.619648,      0.944000
                1764655920,           2025-12-02 06:12:00,           2025-12-02 01:12:00,      3.480000,      6.754000,          9.784000,                    81.586293,      0.943000
                1764656520,           2025-12-02 06:22:00,           2025-12-02 01:22:00,      3.480000,      6.773000,          9.814000,                    81.875360,      0.943000
                1764657120,           2025-12-02 06:32:00,           2025-12-02 01:32:00,      3.480000,      6.783000,          9.796000,                    81.745631,      0.943000
                1764657720,           2025-12-02 06:42:00,           2025-12-02 01:42:00,      3.480000,      6.793000,          9.836000,                    82.099948,      0.943000
                1764658320,           2025-12-02 06:52:00,           2025-12-02 01:52:00,      3.480000,      6.773000,          9.881000,                    82.434321,      0.944000
                1764658920,           2025-12-02 07:02:00,           2025-12-02 02:02:00,      3.470000,      6.783000,          9.800000,                    81.779010,      0.943000
                1764659520,           2025-12-02 07:12:00,           2025-12-02 02:12:00,      3.480000,      6.744000,          9.847000,                    82.091092,      0.944000
                1764660120,           2025-12-02 07:22:00,           2025-12-02 02:22:00,      3.480000,      6.725000,          9.824000,                    81.860413,      0.944000
                1764660720,           2025-12-02 07:32:00,           2025-12-02 02:32:00,      3.470000,      6.744000,          9.835000,                    81.991052,      0.943000
                1764661320,           2025-12-02 07:42:00,           2025-12-02 02:42:00,      3.480000,      6.735000,          9.830000,                    81.930913,      0.943000
                1764661920,           2025-12-02 07:52:00,           2025-12-02 02:52:00,      3.470000,      6.754000,          9.839000,                    82.044924,      0.943000
                1764662520,           2025-12-02 08:02:00,           2025-12-02 03:02:00,      3.470000,      6.744000,          9.858000,                    82.182795,      0.944000
                1764663120,           2025-12-02 08:12:00,           2025-12-02 03:12:00,      3.480000,      6.744000,          9.842000,                    82.049409,      0.943000
                1764663720,           2025-12-02 08:22:00,           2025-12-02 03:22:00,      3.470000,      6.735000,          9.848000,                    82.080940,      0.943000
                1764664320,           2025-12-02 08:32:00,           2025-12-02 03:32:00,      3.480000,      6.735000,          9.843000,                    82.039266,      0.943000
                1764664920,           2025-12-02 08:42:00,           2025-12-02 03:42:00,      3.470000,      6.744000,          9.860000,                    82.199468,      0.943000
                1764665520,           2025-12-02 08:52:00,           2025-12-02 03:52:00,      3.470000,      6.744000,          9.840000,                    82.032735,      0.943000
                1764666120,           2025-12-02 09:02:00,           2025-12-02 04:02:00,      3.480000,      6.735000,          9.818000,                    81.830896,      0.943000
                1764666720,           2025-12-02 09:12:00,           2025-12-02 04:12:00,      3.470000,      6.744000,          9.844000,                    82.066082,      0.943000
                1764667320,           2025-12-02 09:22:00,           2025-12-02 04:22:00,      3.470000,      6.715000,          9.794000,                    81.590004,      0.943000
                1764667920,           2025-12-02 09:32:00,           2025-12-02 04:32:00,      3.470000,      6.715000,          9.808000,                    81.706633,      0.943000
                1764668520,           2025-12-02 09:42:00,           2025-12-02 04:42:00,      3.470000,      6.706000,          9.791000,                    81.546634,      0.943000
                1764669120,           2025-12-02 09:52:00,           2025-12-02 04:52:00,      3.470000,      6.725000,          9.794000,                    81.610432,      0.943000
                1764669720,           2025-12-02 10:02:00,           2025-12-02 05:02:00,      3.470000,      6.715000,          9.759000,                    81.298433,      0.943000
                1764670320,           2025-12-02 10:12:00,           2025-12-02 05:12:00,      3.470000,      6.706000,          9.758000,                    81.271786,      0.943000
                1764670920,           2025-12-02 10:22:00,           2025-12-02 05:22:00,      3.470000,      6.686000,          9.658000,                    80.398630,      0.943000
                1764671520,           2025-12-02 10:32:00,           2025-12-02 05:32:00,      3.470000,      6.686000,          9.726000,                    80.964700,      0.943000
                1764672120,           2025-12-02 10:42:00,           2025-12-02 05:42:00,      3.470000,      6.696000,          9.759000,                    81.259762,      0.943000
                1764672720,           2025-12-02 10:52:00,           2025-12-02 05:52:00,      3.470000,      6.696000,          9.782000,                    81.451275,      0.943000
                1764673320,           2025-12-02 11:02:00,           2025-12-02 06:02:00,      3.470000,      6.696000,          9.762000,                    81.284742,      0.943000
                1764673920,           2025-12-02 11:12:00,           2025-12-02 06:12:00,      3.470000,      6.696000,          9.772000,                    81.368008,      0.943000
                1764674520,           2025-12-02 11:22:00,           2025-12-02 06:22:00,      3.470000,      6.696000,          9.766000,                    81.318048,      0.943000
                1764675120,           2025-12-02 11:32:00,           2025-12-02 06:32:00,      3.470000,      6.706000,          9.757000,                    81.263457,      0.943000
                1764675720,           2025-12-02 11:42:00,           2025-12-02 06:42:00,      3.470000,      6.696000,          9.761000,                    81.276415,      0.943000
                1764676320,           2025-12-02 11:52:00,           2025-12-02 06:52:00,      3.470000,      6.706000,          9.763000,                    81.313429,      0.943000
                1764676920,           2025-12-02 12:02:00,           2025-12-02 07:02:00,      3.470000,      6.648000,          9.745000,                    81.045656,      0.943000
                1764677520,           2025-12-02 12:12:00,           2025-12-02 07:12:00,      3.470000,      6.696000,          9.784000,                    81.467928,      0.943000
                1764678120,           2025-12-02 12:22:00,           2025-12-02 07:22:00,      3.470000,      6.667000,          9.717000,                    80.851282,      0.943000
                1764678720,           2025-12-02 12:32:00,           2025-12-02 07:32:00,      3.470000,      6.667000,          9.712000,                    80.809679,      0.942000
                1764679320,           2025-12-02 12:42:00,           2025-12-02 07:42:00,      3.470000,      6.648000,          9.698000,                    80.654774,      0.943000
                1764679920,           2025-12-02 12:52:00,           2025-12-02 07:52:00,      3.470000,      6.657000,          9.658000,                    80.340230,      0.943000
                1764680520,           2025-12-02 13:02:00,           2025-12-02 08:02:00,      3.470000,      6.628000,          9.681000,                    80.473029,      0.943000
                1764681120,           2025-12-02 13:12:00,           2025-12-02 08:12:00,      3.470000,      6.667000,          9.650000,                    80.293802,      0.943000
                1764681720,           2025-12-02 13:22:00,           2025-12-02 08:22:00,      3.470000,      6.628000,          9.651000,                    80.223655,      0.943000
                1764682320,           2025-12-02 13:32:00,           2025-12-02 08:32:00,      3.470000,      6.648000,          9.649000,                    80.247259,      0.943000
                1764682920,           2025-12-02 13:42:00,           2025-12-02 08:42:00,      3.470000,      6.648000,          9.633000,                    80.114193,      0.943000
                1764683520,           2025-12-02 13:52:00,           2025-12-02 08:52:00,      3.470000,      6.648000,          9.628000,                    80.072610,      0.943000
                1764684120,           2025-12-02 14:02:00,           2025-12-02 09:02:00,      3.470000,      6.638000,          9.637000,                    80.127369,      0.943000
                1764684720,           2025-12-02 14:12:00,           2025-12-02 09:12:00,      3.470000,      6.638000,          9.655000,                    80.277031,      0.943000
                1764685320,           2025-12-02 14:22:00,           2025-12-02 09:22:00,      3.470000,      6.638000,          9.605000,                    79.861303,      0.942000
                1764685920,           2025-12-02 14:32:00,           2025-12-02 09:32:00,      3.470000,      6.648000,          9.596000,                    79.806477,      0.943000
                1764686520,           2025-12-02 14:42:00,           2025-12-02 09:42:00,      3.470000,      6.677000,          9.594000,                    79.847853,      0.943000
                1764687120,           2025-12-02 14:52:00,           2025-12-02 09:52:00,      3.470000,      6.657000,          9.671000,                    80.448371,      0.943000
                1764687720,           2025-12-02 15:02:00,           2025-12-02 10:02:00,      3.470000,      6.648000,          9.707000,                    80.729624,      0.943000
                1764688320,           2025-12-02 15:12:00,           2025-12-02 10:12:00,      3.470000,      6.657000,          9.732000,                    80.955801,      0.943000
                1764688920,           2025-12-02 15:22:00,           2025-12-02 10:22:00,      3.470000,      6.657000,          9.783000,                    81.380045,      0.943000
                1764689520,           2025-12-02 15:32:00,           2025-12-02 10:32:00,      3.470000,      6.648000,          9.801000,                    81.511388,      0.943000
                1764690120,           2025-12-02 15:42:00,           2025-12-02 10:42:00,      3.470000,      6.677000,          9.783000,                    81.420841,      0.943000
                1764690720,           2025-12-02 15:52:00,           2025-12-02 10:52:00,      3.470000,      6.677000,          9.766000,                    81.279355,      0.943000
                1764691320,           2025-12-02 16:02:00,           2025-12-02 11:02:00,      3.470000,      6.657000,          9.716000,                    80.822704,      0.943000
                1764691920,           2025-12-02 16:12:00,           2025-12-02 11:12:00,      3.470000,      6.667000,          9.662000,                    80.393649,      0.943000
                1764692520,           2025-12-02 16:22:00,           2025-12-02 11:22:00,      3.470000,      6.638000,          9.680000,                    80.484895,      0.943000
                1764693120,           2025-12-02 16:32:00,           2025-12-02 11:32:00,      3.470000,      6.628000,          9.714000,                    80.747341,      0.943000
                1764693720,           2025-12-02 16:42:00,           2025-12-02 11:42:00,      3.470000,      6.599000,          9.772000,                    81.170398,      0.943000
                1764694320,           2025-12-02 16:52:00,           2025-12-02 11:52:00,      3.470000,      6.590000,          9.775000,                    81.176983,      0.942000
                1764694920,           2025-12-02 17:02:00,           2025-12-02 12:02:00,      3.470000,      6.619000,          9.791000,                    81.369033,      0.943000
                1764695520,           2025-12-02 17:12:00,           2025-12-02 12:12:00,      3.470000,      6.619000,          9.799000,                    81.435518,      0.942000
                1764696120,           2025-12-02 17:22:00,           2025-12-02 12:22:00,      3.470000,      6.609000,          9.887000,                    82.146243,      0.943000
                1764696720,           2025-12-02 17:32:00,           2025-12-02 12:32:00,      3.470000,      6.599000,          9.925000,                    82.441281,      0.942000
                1764697320,           2025-12-02 17:42:00,           2025-12-02 12:42:00,      3.470000,      6.580000,          9.998000,                    83.008064,      0.943000
                1764697920,           2025-12-02 17:52:00,           2025-12-02 12:52:00,      3.470000,      6.590000,         10.036000,                    83.344471,      0.943000
                1764698520,           2025-12-02 18:02:00,           2025-12-02 13:02:00,      3.470000,      6.609000,         10.086000,                    83.799637,      0.942000
                1764699120,           2025-12-02 18:12:00,           2025-12-02 13:12:00,      3.470000,      6.628000,         10.020000,                    83.290957,      0.943000
                1764699720,           2025-12-02 18:22:00,           2025-12-02 13:22:00,      3.470000,      6.628000,         10.051000,                    83.548643,      0.943000
                1764700320,           2025-12-02 18:32:00,           2025-12-02 13:32:00,      3.470000,      6.619000,         10.064000,                    83.637826,      0.943000
                1764700920,           2025-12-02 18:42:00,           2025-12-02 13:42:00,      3.470000,      6.628000,          9.984000,                    82.991708,      0.942000
                1764701520,           2025-12-02 18:52:00,           2025-12-02 13:52:00,      3.470000,      6.628000,          9.948000,                    82.692459,      0.943000
                1764702120,           2025-12-02 19:02:00,           2025-12-02 14:02:00,      3.470000,      6.638000,          9.940000,                    82.646679,      0.942000
                1764702720,           2025-12-02 19:12:00,           2025-12-02 14:12:00,      3.470000,      6.619000,          9.995000,                    83.064395,      0.943000
                1764703320,           2025-12-02 19:22:00,           2025-12-02 14:22:00,      3.470000,      6.648000,          9.656000,                    80.305476,      0.943000
                1764703920,           2025-12-02 19:32:00,           2025-12-02 14:32:00,      3.470000,      6.638000,          9.508000,                    79.054792,      0.943000
                1764704520,           2025-12-02 19:42:00,           2025-12-02 14:42:00,      3.470000,      6.648000,          9.486000,                    78.891647,      0.942000
                1764705120,           2025-12-02 19:52:00,           2025-12-02 14:52:00,      3.470000,      6.648000,          9.521000,                    79.182729,      0.943000
                1764705720,           2025-12-02 20:02:00,           2025-12-02 15:02:00,      3.470000,      6.677000,          9.510000,                    79.148747,      0.943000
                1764706320,           2025-12-02 20:12:00,           2025-12-02 15:12:00,      3.470000,      6.667000,          9.538000,                    79.361895,      0.942000
                1764706920,           2025-12-02 20:22:00,           2025-12-02 15:22:00,      3.470000,      6.677000,          9.540000,                    79.398428,      0.943000
                1764707520,           2025-12-02 20:32:00,           2025-12-02 15:32:00,      3.470000,      6.657000,          9.556000,                    79.491742,      0.943000
                1764708120,           2025-12-02 20:42:00,           2025-12-02 15:42:00,      3.470000,      6.657000,          9.573000,                    79.633157,      0.943000
                1764708720,           2025-12-02 20:52:00,           2025-12-02 15:52:00,      3.470000,      6.648000,          9.532000,                    79.274212,      0.943000
                1764709320,           2025-12-02 21:02:00,           2025-12-02 16:02:00,      3.470000,      6.648000,          9.567000,                    79.565295,      0.943000
                1764709920,           2025-12-02 21:12:00,           2025-12-02 16:12:00,      3.470000,      6.677000,          9.655000,                    80.355537,      0.942000
                1764710520,           2025-12-02 21:22:00,           2025-12-02 16:22:00,      3.470000,      6.686000,          9.526000,                    79.299788,      0.943000
                1764711120,           2025-12-02 21:32:00,           2025-12-02 16:32:00,      3.470000,      6.677000,          9.515000,                    79.190361,      0.942000
                1764711720,           2025-12-02 21:42:00,           2025-12-02 16:42:00,      3.470000,      6.715000,          9.886000,                    82.356420,      0.943000
                1764712320,           2025-12-02 21:52:00,           2025-12-02 16:52:00,      3.470000,      6.735000,          9.886000,                    82.397661,      0.943000
                1764712920,           2025-12-02 22:02:00,           2025-12-02 17:02:00,      3.470000,      6.754000,         10.124000,                    84.421467,      0.942000
                1764713520,           2025-12-02 22:12:00,           2025-12-02 17:12:00,      3.470000,      6.773000,         10.100000,                    84.261375,      0.942000
                1764714120,           2025-12-02 22:22:00,           2025-12-02 17:22:00,      3.470000,      6.783000,         10.039000,                    83.773416,      0.943000
                1764714720,           2025-12-02 22:32:00,           2025-12-02 17:32:00,      3.470000,      6.773000,         10.059000,                    83.919324,      0.942000
                1764715320,           2025-12-02 22:42:00,           2025-12-02 17:42:00,      3.470000,      6.754000,         10.108000,                    84.288047,      0.942000
                1764715920,           2025-12-02 22:52:00,           2025-12-02 17:52:00,      3.470000,      6.754000,         10.071000,                    83.979514,      0.943000
                1764716520,           2025-12-02 23:02:00,           2025-12-02 18:02:00,      3.470000,      6.735000,         10.173000,                    84.789744,      0.942000
                1764717120,           2025-12-02 23:12:00,           2025-12-02 18:12:00,      3.470000,      6.744000,         10.142000,                    84.550407,      0.943000
                1764717720,           2025-12-02 23:22:00,           2025-12-02 18:22:00,      3.470000,      6.735000,         10.150000,                    84.598044,      0.942000
                1764718320,           2025-12-02 23:32:00,           2025-12-02 18:32:00,      3.470000,      6.735000,         10.183000,                    84.873092,      0.942000
                1764718920,           2025-12-02 23:42:00,           2025-12-02 18:42:00,      3.470000,      6.735000,         10.248000,                    85.414853,      0.942000
                1764719520,           2025-12-02 23:52:00,           2025-12-02 18:52:00,      3.470000,      6.696000,         10.401000,                    86.605470,      0.942000
                1764720120,           2025-12-03 00:02:00,           2025-12-02 19:02:00,      3.470000,      6.706000,         10.352000,                    86.219054,      0.942000
                1764720720,           2025-12-03 00:12:00,           2025-12-02 19:12:00,      3.470000,      6.715000,         10.127000,                    84.364097,      0.942000
                1764721320,           2025-12-03 00:22:00,           2025-12-02 19:22:00,      3.470000,      6.696000,         10.125000,                    84.307315,      0.942000
                1764721920,           2025-12-03 00:32:00,           2025-12-02 19:32:00,      3.470000,      6.696000,         10.152000,                    84.532135,      0.942000
                1764722520,           2025-12-03 00:42:00,           2025-12-02 19:42:00,      3.470000,      6.667000,         10.286000,                    85.585705,      0.942000
                1764723120,           2025-12-03 00:52:00,           2025-12-02 19:52:00,      3.470000,      6.667000,         10.239000,                    85.194636,      0.943000
                1764723720,           2025-12-03 01:02:00,           2025-12-02 20:02:00,      3.470000,      6.648000,         10.215000,                    84.954477,      0.943000
                1764724320,           2025-12-03 01:12:00,           2025-12-02 20:12:00,      3.470000,      6.657000,         10.165000,                    84.557718,      0.942000
                1764724920,           2025-12-03 01:22:00,           2025-12-02 20:22:00,      3.470000,      6.657000,         10.149000,                    84.424622,      0.942000
                1764725520,           2025-12-03 01:32:00,           2025-12-02 20:32:00,      3.470000,      6.619000,         10.176000,                    84.568612,      0.942000
                1764726120,           2025-12-03 01:42:00,           2025-12-02 20:42:00,      3.470000,      6.628000,         10.150000,                    84.371578,      0.942000
                1764726720,           2025-12-03 01:52:00,           2025-12-02 20:52:00,      3.470000,      6.619000,         10.157000,                    84.410711,      0.942000
                1764727320,           2025-12-03 02:02:00,           2025-12-02 21:02:00,      3.470000,      6.638000,         10.126000,                    84.193187,      0.942000
                1764727920,           2025-12-03 02:12:00,           2025-12-02 21:12:00,      3.470000,      6.580000,         10.152000,                    84.286644,      0.943000
                1764728520,           2025-12-03 02:22:00,           2025-12-02 21:22:00,      3.470000,      6.551000,         10.179000,                    84.449304,      0.943000
                1764729120,           2025-12-03 02:32:00,           2025-12-02 21:32:00,      3.470000,      6.560000,         10.118000,                    83.962195,      0.942000
                1764729720,           2025-12-03 02:42:00,           2025-12-02 21:42:00,      3.470000,      6.570000,         10.108000,                    83.900273,      0.942000
                1764730320,           2025-12-03 02:52:00,           2025-12-02 21:52:00,      3.470000,      6.560000,         10.121000,                    83.987090,      0.942000
                1764730920,           2025-12-03 03:02:00,           2025-12-02 22:02:00,      3.470000,      6.541000,         10.136000,                    84.071441,      0.942000
                1764731520,           2025-12-03 03:12:00,           2025-12-02 22:12:00,      3.470000,      6.551000,         10.114000,                    83.910037,      0.942000
                1764732120,           2025-12-03 03:22:00,           2025-12-02 22:22:00,      3.470000,      6.570000,         10.104000,                    83.867071,      0.943000
                1764732720,           2025-12-03 03:32:00,           2025-12-02 22:32:00,      3.470000,      6.512000,         10.161000,                    84.217419,      0.942000
                1764733320,           2025-12-03 03:42:00,           2025-12-02 22:42:00,      3.470000,      6.541000,         10.129000,                    84.013381,      0.943000
                1764733920,           2025-12-03 03:52:00,           2025-12-02 22:52:00,      3.470000,      6.493000,         10.150000,                    84.086082,      0.943000
                1764734520,           2025-12-03 04:02:00,           2025-12-02 23:02:00,      3.470000,      6.512000,         10.134000,                    83.993635,      0.942000
                1764735120,           2025-12-03 04:12:00,           2025-12-02 23:12:00,      3.470000,      6.522000,         10.039000,                    83.227157,      0.943000
                1764735720,           2025-12-03 04:22:00,           2025-12-02 23:22:00,      3.470000,      6.502000,         10.038000,                    83.177051,      0.942000
                1764736320,           2025-12-03 04:32:00,           2025-12-02 23:32:00,      3.470000,      6.502000,         10.056000,                    83.326203,      0.943000
                1764736920,           2025-12-03 04:42:00,           2025-12-02 23:42:00,      3.470000,      6.473000,         10.102000,                    83.646360,      0.942000
                1764737520,           2025-12-03 04:52:00,           2025-12-02 23:52:00,      3.470000,      6.493000,         10.099000,                    83.663581,      0.942000
                1764738120,           2025-12-03 05:02:00,           2025-12-03 00:02:00,      3.460000,      6.454000,         10.041000,                    83.101546,      0.942000
                1764738720,           2025-12-03 05:12:00,           2025-12-03 00:12:00,      3.470000,      6.463000,         10.002000,                    82.797516,      0.942000
                1764739320,           2025-12-03 05:22:00,           2025-12-03 00:22:00,      3.470000,      6.473000,         10.035000,                    83.091588,      0.942000
                1764739920,           2025-12-03 05:32:00,           2025-12-03 00:32:00,      3.470000,      6.502000,          9.987000,                    82.754454,      0.942000
                1764740520,           2025-12-03 05:42:00,           2025-12-03 00:42:00,      3.460000,      6.473000,          9.993000,                    82.743821,      0.942000
                1764741120,           2025-12-03 05:52:00,           2025-12-03 00:52:00,      3.470000,      6.473000,         10.010000,                    82.884584,      0.942000
                1764741720,           2025-12-03 06:02:00,           2025-12-03 01:02:00,      3.470000,      6.454000,         10.028000,                    82.993955,      0.942000
